"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Sector"
"447","1",2,1,2,1,2,19.5,3,1
"448","1",1,2,4,1,1,26.55,3,1
"449","1",3,1,2,3,2,19.2583,1,1
"450","1",1,2,4,1,1,30.5,3,4
"451","0",2,2,4,2,3,27.75,3,1
"452","0",3,2,3,2,1,19.9667,3,1
"453","0",1,2,4,1,1,27.75,1,4
"454","1",1,2,4,2,1,89.1042,1,4
"455","0",3,2,3,1,1,8.05,3,1
"456","1",3,2,3,1,1,7.8958,1,1
"457","0",1,2,5,1,1,26.55,3,6
"458","1",1,1,4,2,1,51.8625,3,5
"459","1",2,1,4,1,1,10.5,3,1
"460","0",3,2,4,1,1,7.75,2,1
"461","1",1,2,4,1,1,26.55,3,6
"462","0",3,2,4,1,1,8.05,3,1
"463","0",1,2,4,1,1,38.5,3,6
"464","0",2,2,4,1,1,13,3,1
"465","0",3,2,3,1,1,8.05,3,1
"466","0",3,2,4,1,1,7.05,3,1
"467","0",2,2,4,1,1,0,3,1
"468","0",1,2,4,1,1,26.55,3,1
"469","0",3,2,5,1,1,7.725,2,1
"470","1",3,1,1,3,2,19.2583,1,1
"471","0",3,2,3,1,1,7.25,3,1
"472","0",3,2,4,1,1,8.6625,3,1
"473","1",2,1,4,2,3,27.75,3,1
"474","1",2,1,3,1,1,13.7917,1,5
"475","0",3,1,3,1,1,9.8375,3,1
"476","0",1,2,4,1,1,52,3,2
"477","0",2,2,4,2,1,21,3,1
"478","0",3,2,3,2,1,7.0458,3,1
"479","0",3,2,3,1,1,7.5208,3,1
"480","1",3,1,1,1,2,12.2875,3,1
"481","0",3,2,2,6,3,46.9,3,1
"482","0",2,2,3,1,1,0,3,1
"483","0",3,2,4,1,1,8.05,3,1
"484","1",3,1,5,1,1,9.5875,3,1
"485","1",1,2,3,2,1,91.0792,1,3
"486","0",3,1,1,4,2,25.4667,3,1
"487","1",1,1,4,2,1,90,3,4
"488","0",1,2,4,1,1,29.7,1,3
"489","0",3,2,4,1,1,8.05,3,1
"490","1",3,2,2,2,2,15.9,3,1
"491","0",3,2,3,2,1,19.9667,3,1
"492","0",3,2,3,1,1,7.25,3,1
"493","0",1,2,4,1,1,30.5,3,4
"494","0",1,2,5,1,1,49.5042,1,1
"495","0",3,2,3,1,1,8.05,3,1
"496","0",3,2,4,1,1,14.4583,1,1
"497","1",1,1,4,2,1,78.2667,1,5
"498","0",3,2,3,1,1,15.1,3,1
"499","0",1,1,3,2,3,151.55,3,4
"500","0",3,2,3,1,1,7.7958,3,1
"501","0",3,2,3,1,1,8.6625,3,1
"502","0",3,1,3,1,1,7.75,2,1
"503","0",3,1,3,1,1,7.6292,2,1
"504","0",3,1,4,1,1,9.5875,3,1
"505","1",1,1,3,1,1,86.5,3,3
"506","0",1,2,3,2,1,108.9,1,4
"507","1",2,1,4,1,3,26,3,1
"508","1",1,2,4,1,1,26.55,3,1
"509","0",3,2,3,1,1,22.525,3,1
"510","1",3,2,3,1,1,56.4958,3,1
"511","1",3,2,3,1,1,7.75,2,1
"512","0",3,2,3,1,1,8.05,3,1
"513","1",1,2,4,1,1,26.2875,3,6
"514","1",1,1,4,2,1,59.4,1,1
"515","0",3,2,3,1,1,7.4958,3,1
"516","0",1,2,4,1,1,34.0208,3,5
"517","1",2,1,4,1,1,10.5,3,7
"518","0",3,2,4,1,1,24.15,2,1
"519","1",2,1,4,2,1,26,3,1
"520","0",3,2,4,1,1,7.8958,3,1
"521","1",1,1,4,1,1,93.5,3,3
"522","0",3,2,3,1,1,7.8958,3,1
"523","0",3,2,4,1,1,7.225,1,1
"524","1",1,1,4,1,2,57.9792,1,3
"525","0",3,2,3,1,1,7.2292,1,1
"526","0",3,2,4,1,1,7.75,2,1
"527","1",2,1,4,1,1,10.5,3,1
"528","0",1,2,4,1,1,221.7792,3,4
"529","0",3,2,4,1,1,7.925,3,1
"530","0",2,2,3,3,2,11.5,3,1
"531","1",2,1,1,2,2,26,3,1
"532","0",3,2,3,1,1,7.2292,1,1
"533","0",3,2,3,2,2,7.2292,1,1
"534","1",3,1,2,1,3,22.3583,1,1
"535","0",3,1,4,1,1,8.6625,3,1
"536","1",2,1,2,1,3,26.25,3,1
"537","0",1,2,4,1,1,26.55,3,3
"538","1",1,1,4,1,1,106.425,1,1
"539","0",3,2,3,1,1,14.5,3,1
"540","1",1,1,3,1,3,49.5,1,3
"541","1",1,1,4,1,3,71,3,3
"542","0",3,1,2,5,3,31.275,3,1
"543","0",3,1,2,5,3,31.275,3,1
"544","1",2,2,4,2,1,26,3,1
"545","0",1,2,4,2,1,106.425,1,4
"546","0",1,2,5,1,1,26,3,1
"547","1",2,1,3,2,1,26,3,1
"548","1",2,2,3,1,1,13.8625,1,1
"549","0",3,2,4,2,2,20.525,3,1
"550","1",2,2,2,2,2,36.75,3,1
"551","1",1,2,3,1,3,110.8833,1,4
"552","0",2,2,3,1,1,26,3,1
"553","0",3,2,4,1,1,7.8292,2,1
"554","1",3,2,3,1,1,7.225,1,1
"555","1",3,1,3,1,1,7.775,3,1
"556","0",1,2,5,1,1,26.55,3,1
"557","1",1,1,4,2,1,39.6,1,2
"558","0",1,2,3,1,1,227.525,1,1
"559","1",1,1,4,2,2,79.65,3,6
"560","1",3,1,4,2,1,17.4,3,1
"561","0",3,2,4,1,1,7.75,2,1
"562","0",3,2,4,1,1,7.8958,3,1
"563","0",2,2,3,1,1,13.5,3,1
"564","0",3,2,3,1,1,8.05,3,1
"565","0",3,1,3,1,1,8.05,3,1
"566","0",3,2,3,3,1,24.15,3,1
"567","0",3,2,3,1,1,7.8958,3,1
"568","0",3,1,3,1,5,21.075,3,1
"569","0",3,2,3,1,1,7.2292,1,1
"570","1",3,2,4,1,1,7.8542,3,1
"571","1",2,2,5,1,1,10.5,3,1
"572","1",1,1,4,3,1,51.4792,3,4
"573","1",1,2,4,1,1,26.3875,3,6
"574","1",3,1,3,1,1,7.75,2,1
"575","0",3,2,3,1,1,8.05,3,1
"576","0",3,2,3,1,1,14.5,3,1
"577","1",2,1,4,1,1,13,3,1
"578","1",1,1,4,2,1,55.9,3,6
"579","0",3,1,3,2,1,14.4583,1,1
"580","1",3,2,4,1,1,7.925,3,1
"581","1",2,1,3,2,2,30,3,1
"582","1",1,1,4,2,2,110.8833,1,4
"583","0",2,2,4,1,1,26,3,1
"584","0",1,2,4,1,1,40.125,1,2
"585","0",3,2,4,1,1,8.7125,1,1
"586","1",1,1,3,1,3,79.65,3,6
"587","0",2,2,4,1,1,15,3,1
"588","1",1,2,4,2,2,79.2,1,3
"589","0",3,2,3,1,1,8.05,3,1
"590","0",3,2,3,1,1,8.05,3,1
"591","0",3,2,4,1,1,7.125,3,1
"592","1",1,1,4,2,1,78.2667,1,5
"593","0",3,2,4,1,1,7.25,3,1
"594","0",3,1,4,1,3,7.75,2,1
"595","0",2,2,4,2,1,26,3,1
"596","0",3,2,4,2,2,24.15,3,1
"597","1",2,1,4,1,1,33,3,1
"598","0",3,2,4,1,1,0,3,1
"599","0",3,2,4,1,1,7.225,1,1
"600","1",1,2,4,2,1,56.9292,1,2
"601","1",2,1,3,3,2,27,3,1
"602","0",3,2,3,1,1,7.8958,3,1
"603","0",1,2,4,1,1,42.4,3,1
"604","0",3,2,4,1,1,8.05,3,1
"605","1",1,2,4,1,1,26.55,1,1
"606","0",3,2,4,2,1,15.55,3,1
"607","0",3,2,4,1,1,7.8958,3,1
"608","1",1,2,3,1,1,30.5,3,1
"609","1",2,1,3,2,3,41.5792,1,1
"610","1",1,1,4,1,1,153.4625,3,4
"611","0",3,1,4,2,6,31.275,3,1
"612","0",3,2,3,1,1,7.05,3,1
"613","1",3,1,3,2,1,15.5,2,1
"614","0",3,2,4,1,1,7.75,2,1
"615","0",3,2,4,1,1,8.05,3,1
"616","1",2,1,3,2,3,65,3,1
"617","0",3,2,4,2,2,14.4,3,1
"618","0",3,1,3,2,1,16.1,3,1
"619","1",2,1,2,3,2,39,3,7
"620","0",2,2,3,1,1,10.5,3,1
"621","0",3,2,3,2,1,14.4542,1,1
"622","1",1,2,4,2,1,52.5542,3,5
"623","1",3,2,3,2,2,15.7417,1,1
"624","0",3,2,3,1,1,7.8542,3,1
"625","0",3,2,3,1,1,16.1,3,1
"626","0",1,2,5,1,1,32.3208,3,5
"627","0",2,2,4,1,1,12.35,2,1
"628","1",1,1,3,1,1,77.9583,3,5
"629","0",3,2,3,1,1,7.8958,3,1
"630","0",3,2,5,1,1,7.7333,2,1
"631","1",1,2,5,1,1,30,3,2
"632","0",3,2,4,1,1,7.0542,3,1
"633","1",1,2,4,1,1,30.5,1,3
"634","0",1,2,4,1,1,0,3,1
"635","0",3,1,2,4,3,27.9,3,1
"636","1",2,1,3,1,1,13,3,1
"637","0",3,2,4,1,1,7.925,3,1
"638","0",2,2,4,2,2,26.25,3,1
"639","0",3,1,4,1,6,39.6875,3,1
"640","0",3,2,4,2,1,16.1,3,1
"641","0",3,2,3,1,1,7.8542,3,1
"642","1",1,1,3,1,1,69.3,1,3
"643","0",3,1,1,4,3,27.9,3,1
"644","1",3,2,4,1,1,56.4958,3,1
"645","1",3,1,1,3,2,19.2583,1,1
"646","1",1,2,4,2,1,76.7292,1,5
"647","0",3,2,3,1,1,7.8958,3,1
"648","1",1,2,4,1,1,35.5,1,2
"649","0",3,2,4,1,1,7.55,3,1
"650","1",3,1,3,1,1,7.55,3,1
"651","0",3,2,3,1,1,7.8958,3,1
"652","1",2,1,3,1,2,23,3,1
"653","0",3,2,3,1,1,8.4333,3,1
"654","1",3,1,3,1,1,7.8292,2,1
"655","0",3,1,3,1,1,6.75,2,1
"656","0",2,2,3,3,1,73.5,3,1
"657","0",3,2,3,1,1,7.8958,3,1
"658","0",3,1,4,2,2,15.5,2,1
"659","0",2,2,3,1,1,13,3,1
"660","0",1,2,4,1,3,113.275,1,5
"661","1",1,2,4,3,1,133.65,3,1
"662","0",3,2,4,1,1,7.225,1,1
"663","0",1,2,4,1,1,25.5875,3,6
"664","0",3,2,4,1,1,7.4958,3,1
"665","1",3,2,3,2,1,7.925,3,1
"666","0",2,2,4,3,1,73.5,3,1
"667","0",2,2,3,1,1,13,3,1
"668","0",3,2,3,1,1,7.775,3,1
"669","0",3,2,4,1,1,8.05,3,1
"670","1",1,1,4,2,1,52,3,4
"671","1",2,1,4,2,2,39,3,1
"672","0",1,2,4,2,1,52,3,3
"673","0",2,2,5,1,1,10.5,3,1
"674","1",2,2,4,1,1,13,3,1
"675","0",2,2,4,1,1,0,3,1
"676","0",3,2,3,1,1,7.775,3,1
"677","0",3,2,3,1,1,8.05,3,1
"678","1",3,1,3,1,1,9.8417,3,1
"679","0",3,1,4,2,7,46.9,3,1
"680","1",1,2,4,1,2,512.3292,1,3
"681","0",3,1,3,1,1,8.1375,2,1
"682","1",1,2,3,1,1,76.7292,1,5
"683","0",3,2,3,1,1,9.225,3,1
"684","0",3,2,3,6,3,46.9,3,1
"685","0",2,2,4,2,2,39,3,1
"686","0",2,2,3,2,3,41.5792,1,1
"687","0",3,2,3,5,2,39.6875,3,1
"688","0",3,2,3,1,1,10.1708,3,1
"689","0",3,2,3,1,1,7.7958,3,1
"690","1",1,1,3,1,2,211.3375,3,3
"691","1",1,2,4,2,1,57,3,3
"692","1",3,1,2,1,2,13.4167,1,1
"693","1",3,2,4,1,1,56.4958,3,1
"694","0",3,2,3,1,1,7.225,1,1
"695","0",1,2,4,1,1,26.55,3,1
"696","0",2,2,4,1,1,13.5,3,1
"697","0",3,2,4,1,1,8.05,3,1
"698","1",3,1,3,1,1,7.7333,2,1
"699","0",1,2,4,2,2,110.8833,1,4
"700","0",3,2,4,1,1,7.65,3,7
"701","1",1,1,3,2,1,227.525,1,4
"702","1",1,2,4,1,1,26.2875,3,6
"703","0",3,1,3,1,2,14.4542,1,1
"704","0",3,2,3,1,1,7.7417,2,1
"705","0",3,2,3,2,1,7.8542,3,1
"706","0",2,2,4,1,1,26,3,1
"707","1",2,1,4,1,1,13.5,3,1
"708","1",1,2,4,1,1,26.2875,3,6
"709","1",1,1,3,1,1,151.55,3,1
"710","1",3,2,2,2,2,15.2458,1,1
"711","1",1,1,3,1,1,49.5042,1,4
"712","0",1,2,4,1,1,26.55,3,4
"713","1",1,2,4,2,1,52,3,4
"714","0",3,2,3,1,1,9.4833,3,1
"715","0",2,2,4,1,1,13,3,1
"716","0",3,2,3,1,1,7.65,3,7
"717","1",1,1,4,1,1,227.525,1,4
"718","1",2,1,3,1,1,10.5,3,6
"719","0",3,2,4,1,1,15.5,2,1
"720","0",3,2,4,1,1,7.775,3,1
"721","1",2,1,2,1,2,33,3,1
"722","0",3,2,3,2,1,7.0542,3,1
"723","0",2,2,4,1,1,13,3,1
"724","0",2,2,4,1,1,13,3,1
"725","1",1,2,3,2,1,53.1,3,6
"726","0",3,2,3,1,1,8.6625,3,1
"727","1",2,1,4,4,1,21,3,1
"728","1",3,1,3,1,1,7.7375,2,1
"729","0",2,2,3,2,1,26,3,1
"730","0",3,1,3,2,1,7.925,3,1
"731","1",1,1,3,1,1,211.3375,3,3
"732","0",3,2,2,1,1,18.7875,1,1
"733","0",2,2,3,1,1,0,3,1
"734","0",2,2,3,1,1,13,3,1
"735","0",2,2,3,1,1,13,3,1
"736","0",3,2,3,1,1,16.1,3,1
"737","0",3,1,4,2,4,34.375,3,1
"738","1",1,2,4,1,1,512.3292,1,3
"739","0",3,2,3,1,1,7.8958,3,1
"740","0",3,2,3,1,1,7.8958,3,1
"741","1",1,2,3,1,1,30,3,5
"742","0",1,2,4,2,1,78.85,3,4
"743","1",1,1,3,3,3,262.375,1,3
"744","0",3,2,3,2,1,16.1,3,1
"745","1",3,2,4,1,1,7.925,3,1
"746","0",1,2,5,2,2,71,3,3
"747","0",3,2,3,2,2,20.25,3,1
"748","1",2,1,4,1,1,13,3,1
"749","0",1,2,3,2,1,53.1,3,5
"750","0",3,2,4,1,1,7.75,2,1
"751","1",2,1,2,2,2,23,3,1
"752","1",3,2,2,1,2,12.475,3,6
"753","0",3,2,4,1,1,9.5,3,1
"754","0",3,2,3,1,1,7.8958,3,1
"755","1",2,1,4,2,3,65,3,1
"756","1",2,2,1,2,2,14.5,3,1
"757","0",3,2,3,1,1,7.7958,3,1
"758","0",2,2,3,1,1,11.5,3,1
"759","0",3,2,4,1,1,8.05,3,1
"760","1",1,1,4,1,1,86.5,3,3
"761","0",3,2,3,1,1,14.5,3,1
"762","0",3,2,4,1,1,7.125,3,1
"763","1",3,2,3,1,1,7.2292,1,1
"764","1",1,1,4,2,3,120,3,3
"765","0",3,2,3,1,1,7.775,3,1
"766","1",1,1,4,2,1,77.9583,3,5
"767","0",1,2,5,1,1,39.6,1,1
"768","0",3,1,4,1,1,7.75,2,1
"769","0",3,2,3,2,1,24.15,2,1
"770","0",3,2,4,1,1,8.3625,3,1
"771","0",3,2,3,1,1,9.5,3,1
"772","0",3,2,4,1,1,7.8542,3,1
"773","0",2,1,4,1,1,10.5,3,6
"774","0",3,2,4,1,1,7.225,1,1
"775","1",2,1,4,2,4,23,3,1
"776","0",3,2,3,1,1,7.75,3,1
"777","0",3,2,4,1,1,7.75,2,7
"778","1",3,1,2,1,1,12.475,3,1
"779","0",3,2,3,1,1,7.7375,2,1
"780","1",1,1,4,1,2,211.3375,3,3
"781","1",3,1,2,1,1,7.2292,1,1
"782","1",1,1,3,2,1,57,3,3
"783","0",1,2,3,1,1,30,3,5
"784","0",3,2,4,2,3,23.45,3,1
"785","0",3,2,3,1,1,7.05,3,1
"786","0",3,2,3,1,1,7.25,3,1
"787","1",3,1,3,1,1,7.4958,3,1
"788","0",3,2,2,5,2,29.125,2,1
"789","1",3,2,1,2,3,20.575,3,1
"790","0",1,2,4,1,1,79.2,1,3
"791","0",3,2,4,1,1,7.75,2,1
"792","0",2,2,3,1,1,26,3,1
"793","0",3,1,2,7,3,69.55,3,1
"794","0",1,2,4,1,1,30.6958,1,1
"795","0",3,2,3,1,1,7.8958,3,1
"796","0",2,2,4,1,1,13,3,1
"797","1",1,1,4,1,1,25.9292,3,5
"798","1",3,1,4,1,1,8.6833,3,1
"799","0",3,2,4,1,1,7.2292,1,1
"800","0",3,1,4,2,2,24.15,3,1
"801","0",2,2,4,1,1,13,3,1
"802","1",2,1,4,2,2,26.25,3,1
"803","1",1,2,2,2,3,120,3,3
"804","1",3,2,1,1,2,8.5167,1,1
"805","1",3,2,3,1,1,6.975,3,1
"806","0",3,2,4,1,1,7.775,3,1
"807","0",1,2,4,1,1,0,3,2
"808","0",3,1,3,1,1,7.775,3,1
"809","0",2,2,4,1,1,13,3,1
"810","1",1,1,4,2,1,53.1,3,6
"811","0",3,2,3,1,1,7.8875,3,1
"812","0",3,2,4,1,1,24.15,3,1
"813","0",2,2,4,1,1,10.5,3,1
"814","0",3,1,2,5,3,31.275,3,1
"815","0",3,2,4,1,1,8.05,3,1
"816","0",1,2,4,1,1,0,3,3
"817","0",3,1,3,1,1,7.925,3,1
"818","0",2,2,4,2,2,37.0042,1,1
"819","0",3,2,4,1,1,6.45,3,1
"820","0",3,2,2,4,3,27.9,3,1
"821","1",1,1,4,2,2,93.5,3,3
"822","1",3,2,3,1,1,8.6625,3,1
"823","0",1,2,4,1,1,0,3,1
"824","1",3,1,3,1,2,12.475,3,6
"825","0",3,2,1,5,2,39.6875,3,1
"826","0",3,2,3,1,1,6.95,2,1
"827","0",3,2,3,1,1,56.4958,3,1
"828","1",2,2,1,1,3,37.0042,1,1
"829","1",3,2,3,1,1,7.75,2,1
"830","1",1,1,5,1,1,80,3,3
"831","1",3,1,3,2,1,14.4542,1,1
"832","1",2,2,1,2,2,18.75,3,1
"833","0",3,2,3,1,1,7.2292,1,1
"834","0",3,2,3,1,1,7.8542,3,1
"835","0",3,2,3,1,1,8.3,3,1
"836","1",1,1,4,2,2,83.1583,1,6
"837","0",3,2,3,1,1,8.6625,3,1
"838","0",3,2,3,1,1,8.05,3,1
"839","1",3,2,4,1,1,56.4958,3,1
"840","1",1,2,4,1,1,29.7,1,4
"841","0",3,2,3,1,1,7.925,3,1
"842","0",2,2,3,1,1,10.5,3,1
"843","1",1,1,4,1,1,31,1,1
"844","0",3,2,4,1,1,6.4375,1,1
"845","0",3,2,3,1,1,8.6625,3,1
"846","0",3,2,4,1,1,7.55,3,1
"847","0",3,2,2,7,3,69.55,3,1
"848","0",3,2,4,1,1,7.8958,1,1
"849","0",2,2,3,1,2,33,3,1
"850","1",1,1,4,2,1,89.1042,1,4
"851","0",3,2,2,5,3,31.275,3,1
"852","0",3,2,5,1,1,7.775,3,1
"853","0",3,1,2,2,2,15.2458,1,1
"854","1",1,1,3,1,2,39.4,3,5
"855","0",2,1,4,2,1,26,3,1
"856","1",3,1,3,1,2,9.35,3,1
"857","1",1,1,4,2,2,164.8667,3,1
"858","1",1,2,4,1,1,26.55,3,6
"859","1",3,1,3,1,4,19.2583,1,1
"860","0",3,2,3,1,1,7.2292,1,1
"861","0",3,2,4,3,1,14.1083,3,1
"862","0",2,2,3,2,1,11.5,3,1
"863","1",1,1,4,1,1,25.9292,3,5
"864","0",3,1,2,7,3,69.55,3,1
"865","0",2,2,3,1,1,13,3,1
"866","1",2,1,4,1,1,13,3,1
"867","1",2,1,3,2,1,13.8583,1,1
"868","0",1,2,4,1,1,50.4958,3,2
"869","0",3,2,3,1,1,9.5,3,1
"870","1",3,2,2,2,2,11.1333,3,1
"871","0",3,2,3,1,1,7.8958,3,1
"872","1",1,1,4,2,2,52.5542,3,5
"873","0",1,2,4,1,1,5,3,3
"874","0",3,2,4,1,1,9,3,1
"875","1",2,1,3,2,1,24,1,1
"876","1",3,1,3,1,1,7.225,1,1
"877","0",3,2,3,1,1,9.8458,3,1
"878","0",3,2,3,1,1,7.8958,3,1
"879","0",3,2,3,1,1,7.8958,3,1
"880","1",1,1,4,1,2,83.1583,1,4
"881","1",2,1,3,1,2,26,3,1
"882","0",3,2,4,1,1,7.8958,3,1
"883","0",3,1,3,1,1,10.5167,3,1
"884","0",2,2,3,1,1,10.5,3,1
"885","0",3,2,3,1,1,7.05,3,1
"886","0",3,1,4,1,6,29.125,2,1
"887","0",2,2,3,1,1,13,3,1
"888","1",1,1,3,1,1,30,3,3
"889","0",3,1,4,2,3,23.45,3,1
"890","1",1,2,3,1,1,30,1,4
"891","0",3,2,4,1,1,7.75,2,1
